OG0000000: AT1G19000 AT1G49010 AT1G70000 AT1G74840 AT2G38090 AT3G11280 AT3G16350 AT5G01200 AT5G04760 AT5G05790 AT5G08520 AT5G47390 AT5G56840 AT5G58900 Ceric.11G039500 Ceric.14G074800 Ceric.15G045900 Ceric.16G031800 Ceric.19G046100 Ceric.22G032800 Ceric.34G025300 Ceric.35G012200 Cre03.g198800_4532 Cre10.g430750_4532 ME000159S01628 ME000644S08861 Mp2g13020 Mp4g22430 Mp5g11830 Os01g04930 Os01g09280 Os01g09640 Os01g34060 Os01g41900 Os01g63460 Os01g64360 Os04g27410 Os04g58020 Os05g10690 Os05g37040 Os05g37050 Os05g37060 Os05g37730 Os10g41200 Smoe_130556 Smoe_133546 Smoe_439294 Smoe_47768 Smoe_84280 Solyc03g096350 Solyc03g113620 Solyc03g119740 Solyc04g008870 Solyc05g052610 Solyc05g055240 Solyc06g071230 Solyc06g076770 Solyc07g026680 Solyc08g065380 Solyc08g078340 Solyc09g014250 Solyc10g076820 Solyc11g006720 Solyc12g008800 Solyc12g044610 kfl00137_0050 kfl00238_0070 ostta03g02980 ostta06g01220
OG0000001: AT1G01060 AT1G01520 AT1G18330 AT2G46830 AT3G09600 AT3G10113 AT4G01280 AT5G02840 AT5G17300 AT5G37260 AT5G52660 Ceric.01G018800 Ceric.03G081800 Ceric.04G087900 Ceric.06G032400 Ceric.07G057200 Ceric.07G076000 Ceric.09G067300 Ceric.1Z100700 Ceric.1Z302400 Ceric.30G035100 Cre06.g275350_4532 Cre12.g514400_4532 ME000117S00074 ME000325S05445 Mp2g14310 Os01g06320 Os02g45670 Os02g46030 Os03g14230 Os04g49450 Os06g01670 Os06g45840 Os06g51260 Os08g06110 Os09g11260 Os10g41260 Pum0130s0026 Pum0192s0037 Pum0200s0006 Pum2550s0001 Smoe_29451 Smoe_421179 Smoe_72682 Smoe_78045 Smoe_78481 Solyc01g095030 Solyc02g036370 Solyc03g098320 Solyc06g036300 Solyc10g005080 Solyc10g084370 kfl00237_0160 kfl00255_0190 ostta02g04817 ostta04g04770 ostta06g02340
OG0000002: AT1G30210 AT1G53230 AT1G67260 AT1G68800 AT2G31070 AT3G02150 AT3G15030 AT3G18550 AT4G18390 AT5G08070 AT5G60970 Ceric.01G003200 Ceric.20G025200 Ceric.25G064100 Ceric.27G008200 Ceric.37G069500 Mp1g19590 Os01g11550 Os01g55750 Os02g51310 Os03g57190 Os05g43760 Os07g05720 Os08g33530 Os09g24480 Os12g02090 Os12g42190 Smoe_28794 Smoe_29162 Smoe_89227 Solyc01g016414 Solyc02g065800 Solyc02g077250 Solyc02g089020 Solyc02g089830 Solyc03g045030 Solyc03g115010 Solyc05g009900 Solyc05g012840 Solyc05g032780 Solyc06g069460 Solyc07g053410 Solyc07g062680 Solyc08g048370 Solyc08g048390 Solyc10g018710 Solyc10g082063 Solyc11g045640 Solyc12g014140
OG0000003: AT1G28300 AT2G30470 AT3G24650 AT3G26790 AT4G01500 AT4G21550 AT4G32010 Ceric.01G016200 Ceric.01G131300 Ceric.05G007100 Ceric.1Z268500 Ceric.1Z276200 Ceric.20G000700 Ceric.29G016600 Ceric.37G034700 Cre04.g228600_4532 Cre13.g562400_4532 ME000344S06017 Mp2g08260 Mp5g08310 Mp7g03700 Os01g51610 Os01g68370 Os04g58000 Os04g58010 Os07g37610 Os07g48200 Os08g01090 Os08g06120 Smoe_39364 Smoe_39404 Smoe_39429 Smoe_85261 Smoe_88108 Solyc02g079020 Solyc02g094460 Solyc06g082520 Solyc06g083590 Solyc06g083600 Solyc10g075030 kfl00073_0220 kfl00085_0040 kfl00115_0030 kfl00219_0030 kfl00561_0070 kfl00822_0050 kfl00848_0040
OG0000004: AT1G01030 AT1G13260 AT1G25560 AT1G68840 AT2G36080 AT2G46870 AT3G11580 AT3G25730 AT3G61970 AT5G06250 Ceric.11G039200 Ceric.16G035200 Ceric.20G072500 Ceric.20G072600 Ceric.22G022700 ME000023S03875 Mp2g22250 Os01g04750 Os01g04800 Os01g49830 Os02g45850 Os03g02900 Os04g49230 Os05g47650 Os06g01860 Os10g39190 Os11g05740 Os12g06080 Smoe_110104 Smoe_59621 Smoe_59628 Smoe_69265 Smoe_71153 Solyc04g007000 Solyc05g004000 Solyc05g009790 Solyc08g013690 Solyc08g013700 Solyc09g010230 Solyc10g083210 kfl00094_0070
OG0000005: AT2G40950 AT3G10800 AT3G17609 AT3G56660 AT5G11260 Ceric.01G010100 Ceric.02G064000 Ceric.13G093700 Ceric.14G091500 Ceric.18G028800 Ceric.19G062900 Ceric.1Z124000 Ceric.34G042500 Cre05.g238250_4532 Cre06.g310500_4532 ME000052S08178 ME000123S00246 ME000248S04254 ME000361S06123 Mp1g16800 Mp2g02230 Mp3g04360 Os01g07880 Os05g34050 Os06g39960 Os07g44950 Pum2300s0001 Smoe_443825 Smoe_73196 Smoe_73198 Smoe_99404 Solyc08g061130 kfl00647_g5 ostta01g03880 ostta03g02740
OG0000006: AT1G06770 AT1G35183 AT2G30580 AT3G23060 Ceric.10G009300 Ceric.25G015800 Ceric.28G049600 Cre12.g545600_4532 Cre12.g545700_4532 ME000183S02133 Mp6g09730 Mp7g12670 Os03g43360 Os03g53080 Os03g58390 Os12g40790 Smoe_413683 Smoe_427264 Smoe_438486 Smoe_440578 Solyc01g020113 Solyc01g021685 Solyc06g008600 Solyc06g084040 Solyc09g065990 Solyc09g083305
OG0000007: AT1G09570 AT2G18790 AT4G16250 AT4G18130 AT5G35840 Ceric.10G020500 Ceric.19G009100 Ceric.29G025400 ME000023S03874 ME000083S10060 ME000085S09910 ME000121S00103 ME000176S02010 Mp2g16090 Os03g19590 Os03g51030 Os03g54084 Smoe_161430 Solyc01g059870 Solyc02g071260 Solyc05g053410 Solyc07g045480 Solyc10g044670 kfl00003_0310
OG0000008: AT1G03770 AT5G44280 Ceric.1Z170700 Ceric.34G003500 Cre04.g213800_4532 ME000135S00626 Mp1g15380 Mp1g15390 Mp1g15400 Mp1g15680 Os01g58400 Os05g41795 Smoe_8697 Solyc02g077890 Solyc07g053800
OG0000009: AT2G18328 AT2G21650 AT4G39250 Os01g44390 Os02g47744 Os05g50340 Os05g50350 Os12g33950 Solyc01g109690 Solyc02g085145 Solyc04g080500 Solyc10g052470 Solyc12g089190
OG0000010: AT1G71430 Ceric.15G046300 Ceric.1Z263600 Cre03.g168500_4532 ME000076S09696 Mp6g08900 Os01g43060 Smoe_448284 Solyc04g049660 kfl00015_0400 ostta15g00210
OG0000011: Smoe_409591 Solyc03g013450 Solyc04g051040 Solyc04g051060 Solyc04g056460 Solyc04g056470 Solyc04g056490 Solyc04g056510 Solyc04g150153 Solyc08g074850
OG0000012: AT2G20825 AT4G28190 Ceric.25G018800 Ceric.25G018900 Os01g57240 Os05g42290 Solyc07g054450 Solyc12g010370 Solyc12g010755
OG0000013: Mp1g25720 Pum0095s0006 Pum0108s0024 Pum0108s0025 Pum0108s0029 Smoe_408692
OG0000014: AT1G28080 AT5G13250 Os12g29500 Solyc01g009720 Solyc04g049190
OG0000015: AT1G50680 AT1G51120 Solyc03g083110 Solyc12g098460 Solyc12g150121
OG0000016: Solyc01g020110 Solyc01g021690 Solyc01g021695 Solyc09g083300 Solyc09g083310
OG0000017: Solyc10g055035 Solyc12g021193 Solyc12g021197 Solyc12g021200 Solyc12g021210
OG0000018: AT3G10580 AT3G10585 AT3G10590 AT4G09450
OG0000019: kfl00639_0060 kfl00650_0010 kfl00650_0020 kfl00650_0030
OG0000020: AT1G19510 AT1G75250 AT4G36570
OG0000021: AT5G11530 Os01g12890 Solyc11g071250
OG0000022: AT1G42990 Os06g41770 Solyc04g082890
OG0000023: Os01g47370 Os05g49240 Os07g26150
OG0000024: Os06g07700 Os06g07740 Os06g07750
OG0000025: Ceric.1Z153100 Ceric.30G065000
OG0000026: Cre03.g176651_4532 ostta12g00050
OG0000027: Os06g07650 Os06g07660
OG0000028: Os02g25820 Os02g25830
OG0000029: Os01g40540 Os02g10860
OG0000030: ostta03g04000 ostta06g03960
OG0000031: Smoe_412483 Smoe_417628
OG0000032: Solyc09g007580 Solyc09g042677
OG0000033: Solyc02g082375 Solyc02g082390
OG0000034: Solyc11g013560 Solyc11g013620
OG0000035: Solyc10g019150 Solyc11g050730
OG0000036: AT3G10595
OG0000037: AT5G47290
OG0000038: AT5G23650
OG0000039: AT5G61620
OG0000040: AT1G28327
OG0000041: Ceric.34G022200
OG0000042: Cre10.g426335_4532
OG0000043: Cre13.g589050_4532
OG0000044: ME000212S03050
OG0000045: Os01g44370
OG0000046: Os03g63890
OG0000047: Os03g14810
OG0000048: Os05g07010
OG0000049: Os02g30700
OG0000050: Os06g07640
OG0000051: Os03g62100
OG0000052: Os08g05510
OG0000053: Os05g51160
OG0000054: Os08g04840
OG0000055: Os03g49880
OG0000056: Os01g55100
OG0000057: Os01g70340
OG0000058: Os04g32510
OG0000059: Os11g36970
OG0000060: Pum0070s0068
OG0000061: Solyc12g089170
OG0000062: Solyc01g109670
OG0000063: Solyc04g150172
OG0000064: Solyc10g080920
OG0000065: Solyc05g014570
OG0000066: Solyc11g071500
OG0000067: Solyc11g017360
OG0000068: Solyc09g007570
OG0000069: Solyc05g013430
OG0000070: Solyc05g013420
OG0000071: Solyc04g005100
OG0000072: Solyc06g034030
OG0000073: Solyc04g006980
OG0000074: Solyc03g119770
OG0000075: Solyc06g069240
OG0000076: Solyc10g008780
OG0000077: Solyc10g006830
